source_id,date_raw,date_parsed,time,location,country,description,references
Magonia_322,10/30/1954,1954-10-30,0930,"Muro Lucano, Italy",Italy,"Two objects were seen by hunters. One touched the ground 50 m away. It was rhomboidic, and from the bottom a cylinder was hanging. A peculiar sound could be heard. The object shifted its position and the cylinder hit trees, bouncing three times. Then the craft gained altitude and flew away, leaving a bluish trail.",82 (Vallee)
Magonia_323,10/31/1954,1954-10-31,,"Corrompu, France",France,"Near Long, P. Petit and his employee, Mr. Tillier, with a shop owner, Mr. Pecquet, saw an oval object on the ground. When it took off, the lights of a tractor went out. It measured about 4.5 m, emitted a bright light similar to a welder's torch. It came back, turned, and flew to the southwest. It made the same noise as a swarm of bees.",Personal (Vallee)
Magonia_324,11/1/1954,1954-11-01,0730,"Poggio d'Ambra, Italy",Italy,"A 40-year-old lady going to a cemetery suddenly observed an object, shaped like two cones with a common base, resting on a grassy space. Two small seats were visible inside the lower cone. From behind the object appared two dwarfs, 1 m tall, wearing gray coveralls and reddish helmets. Speaking words she could not understand, and with smiles that showed fine white teeth, they took a pot of flowers from the witness and flew away.",Personal; Magonia (Vallee)
Magonia_325,11/2/1954,1954-11-02,1800,"Cremona, Italy",Italy,"Two students, Pietro Alberini and Pericle Sacchi, who were hunting, saw a dwarf 1 m tall with a ""rubber"" head and a flexible tube connecting his face to a cylindrial container on his back. When they came close to it, the being wrapped itself in a bluish cloud. The witnesses ran away.",90 (Vallee)
Magonia_326,11/3/1954,1954-11-03,0700,"Oued Beth, Morocco",Morocco,"Maroc-Presse reported that one of its employees, Mr. E., driver of a delivery truck, ""a man of sane judgment and excellent eyesight,"" observed an object flying over the Beth River. ""I am positive it was not an aircraft or any known machine but a circular, flat craft which had the appearance of copper. It flew normally for some time, then it suddenly flipped over. Therefore, I was able to see the whole disk and was amazed when it came down into a field where it landed on edge, very gently. Almost immediately it rose into the sky at great speed, resumed its horizontal position and was soon lost to sight.""",95 (Vallee)
Magonia_327,11/4/1954,1954-11-04,night,"Pontal, Brazil",Brazil,"Jose Alves was fishing in the Pardo River when he suddenly saw a craft approach with a wobbling motion and landing near him. Shaped like two washbowls placed together, it was about 4.5 m in diameter. Too terrified to move, the witness saw three little men, dressed in white, wearing tight-fitting skull caps, with dark skin, come out of the craft, gather vegetables and water and fly away.",Humanoids 33; Lor. I 44 (Vallee)
Magonia_328,11/5/1954,1954-11-05,,"La Coruna, Spain",Spain,"Gonzalo Rubinos Ramos, whose car had broken down, saw a large, shining disk rise 150 m away with a slight noise like an explosion and fly away at fantastic speed.",96 (Vallee)
Magonia_329,11/5/1954,1954-11-05,1010,"La Roche-en-Brenil, France",France,"Raymond R. saw a craft, which made a noise like a large transformer and gave off an orange light, land in a pasture. Three men in dark coveralls were standing nearby. One was holding a sort of box, ""which emitted a beam of light three meters long."" The other two were holding objects that looked like weapons. Another witness fled and felt pricklings on his face as he ran. Four photographs of the scene were taken. Traces: a whitish substance and a circle 3 m in diameter where the ground had an ashlike appearance.",Personal (Vallee)
Magonia_330,11/7/1954,1954-11-07,1515,"Monte Ortobene, Sardinia",,"A motorcyclist saw a disk-shaped machine land near the road. He tried to turn too sharply and fell 50 m away. A taxi driver stopped to observe the object, which gave off a soft whirring sound and soon took off. Farmers on the other side of the mountain saw it fly away. The disk, about 15 m in diameter, was made of a silvery, rough metal. It supported a dome and showed several portholes.",97; Wilkins U 237 (Vallee)
Magonia_331,11/8/1954,1954-11-08,1030,"Monza, Italy",Italy,"A crowd of about 150 people, destroying barriers to come closer, gathered to observe a luminous craft landed in a stadium. The object rested on three legs and had a dome emitting a blinding white light and supporting an antenna. Two small figures dressed in white and gray, wearing transparent helmets, were seen. They spoke with guttural sounds. One of them had a black face with sort of trunk. When a man sicced a boxer dog onto the dwarfs, the animal turned around and bit him. The object rose with a shrill sound and vanished rapidly.",Wilkins U 238 (Vallee)
Magonia_332,11/8/1954,1954-11-08,1800,"Voussac, France",France,"In the Vacheresse Forest, reliable persons reported seeing a luminous sphere land at the edge of the forest and become dark. The next morning, investigation disclosed that an area 4 or 5 m in diameter had no leaves, while the ground elsewhere was covered with them. The earth seemed to have been dug up.",Personal (Vallee)
Magonia_333,11/8/1954,1954-11-08,dusk,"La Tessoualle, France",France,"Andre Chaillou felt pricklings in his hands, ""in spite of his gloves,"" when a blue disk came close to his motorcycle and his electrical system failed. He was unable to move or articulate a word for several minutes. As soon as the blue light was turned off, he started again and went near the light when it reappeared 200 m away. He saw the object, a cone 5.5 m in size, rise vertically with a soft whistling, then fly horizonally to the north.",98 (Vallee)
Magonia_334,11/9/1954,1954-11-09,,"Bois de Villers, Belgium",Belgium,"Two villagers reported the landing of a 2-m-high ""flying egg"" in a pasture. Screams seemed to emanate from it.",Wilkins U 251 (Vallee)
Magonia_335,11/10/1954,1954-11-10,,"Porto Alegre, Brazil",Brazil,"An agronomist and his family in their car saw a landed disk from which two men, normal in height, with long hair and coverall-like clothes, emerged and came toward the car with arms raised. As the frightened witnesses sped away, they saw the men reenter the disk, which rose and flew off at very great speed.",Lor. I 42 (Vallee)
Magonia_336,11/13/1954,1954-11-13,0330,"Berck, France",France,"Near the local airport, Mr. Davril saw a craft like a round hut 300 m away. It took off without noise.",Personal (Vallee)
Magonia_337,11/13/1954,1954-11-13,,"Buchy, France",France,"At intersection of Routes N28 and N319, Mr. R. L., of Rouen, saw a luminous craft take off while he feIt pricklings and was paralyzed. The engine of the car slowed down but did not stall.",Quincy (Vallee)
Magonia_338,11/13/1954,1954-11-13,0330,"Curitiba, Brazil",Brazil,"A lens-shaped object was seen on the railroad tracks. Near it, three dwarfs wearing tight-fitting suits were looking at the tracks with a light. When the witness approached, the machine took off very fast.",99; Humanoids 33 (Vallee)
Magonia_339,11/14/1954,1954-11-14,afternoon,"Isola, Italy",Italy,"Amerigo Lorenzini, a farmer, saw a bright, cigar-shaped craft land near him and took cover. Out of it came three dwarfs dressed in metallic diving suits. They centered their attention on rabbits in a cage while speaking among themselves in an unknown language. Thinking they were going to steal the animals, the farmer aimed a rifle at the intruders, but it failed to fire and the witness suddenly felt so weak that he had to drop the gun. The dwarfs took the rabbits, and their craft departed, leaving a bright trail.",100 (Vallee)
Magonia_340,11/14/1954,1954-11-14,night,"Wasmes, Belgium",Belgium,Approximate date. Marcel Pipers a gardener saw a craft resting near the road give off a very bright light. His clothing was partially burned when he went close to it.,Quincy (Vallee)
Magonia_341,11/14/1954,1954-11-14,night,"Forli, Italy",Italy,"A shange beam of red light, apparently from some flying source, was reported sweeping the countryside. As it illuminated two tractors, one of them stalled, but the other, a diesel, continued. The beam was seen for about one hour by a large number of persons.",M 211 (Vallee)
Magonia_342,11/22/1954,1954-11-22,2145,"Santa Maria, Brazil",Brazil,"A radio operator at the local air base saw a huge, dark object about 30 m in diameter hovering at treetop height. With four other persons he saw it for several hours, sometimes softly glowing, sometimes coming down almost to the ground.",Lor. I 4511 (Vallee)
Magonia_343,11/25/1954,1954-11-25,1700,"Calcerosa, Italy",Italy,"Two 12-year-old boys, G. Marziano and P. Santucci, suddenly saw three figures who, as soon as they were discovered, entered a small spherical craft concealed 10 m away behind some bushes. The beings were small, about 35 cm tall, had very large heads and lead-gray skin. The craft had two sharppointed propellers in front, which started spinning. The craft took off suddenly with a hissing sound.",90 (Vallee)
Magonia_344,11/28/1954,1954-11-28,0200,"Caracas, Venezuela",Venezuela,"G. Gonzales and Jose Ponce, truck drivers, found their road blocked by a luminous sphere over 3 m diameter, hovering 2 m above ground. A small creature with claws and glowing eyes came toward them. Gonzales grabbed it, found it strangely light (less than 2O kg), and observed its body was very hard and covered with fur. But the creature pushed him back, while two other dwarfs emerged from the bushes and leaped into the sphere, carrying stones and other samples. Gonzales was blinded by a light from the craft and the strange beings flew away.",Lor I 52 (Vallee)
Magonia_345,12/1954,1954-12,,"Guanare, Venezuela",Venezuela,"Early in December, the director of Barquisimeto College was chased by a luminous disk as he was driving near Guanare. He fired at the object with his revolver, without effect. He stopped another car in which a lawyer and two policemen were traveling. All four saw the machine fly away.",Lor. I 43 (Vallee)
Magonia_346,12/1/1954,1954-12-01,0430,"Bassoues, France",France,"A 39-year-old civilian saw an oval light, very bright, illuminating the countryside. After some maneuvers and oscillations in mid-air, it landed for a couple of minutes less than 3 km away, then flew off to the east.",Personal (Vallee)
Magonia_347,12/4/1954,1954-12-04,,"Zuaga, Spain",Spain,"Twelve workers saw what they described as a square machine, with a side of 10 m, land and take off at great speed, flying toward the south.",Personal (Vallee)
Magonia_348,12/4/1954,1954-12-04,night,"Caselle di Nogara, Italy",Italy,"For several minutes a waiter saw a circular object stationary in a pasture 50 m away. It was blue with symmetrical openings, from which a bright red light was emitted. The witness got a rifle and fired twice at the very tall figure who came out of the turret on the craft. Immediately a very strong wind was felt, and the craft took off amidst a reddish glow.",101 (Vallee)
